what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1471665457154
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665464735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665465702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665466794
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1471665469400
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665478245
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1471665480242
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1471665485140
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1471665485140
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1471665485187
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1471665485187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665489181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665519819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1471665519835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665526372
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1471665528306
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665532690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665533361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665549569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665550989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665551831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665551925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665553251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665555482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665556464
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1471665557478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665560598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665561160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665561846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665578882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665579911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665580083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1471665580254
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665828981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1471665837561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1471665838404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665839995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665860088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665860228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1471665861726
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1471665876281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1471665876421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1471665877029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665879681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471665889837
